NAME: INS08
TYPE: SYNTHETIC
DIMENSION: 250 35
RIDGES: 50
DEPOTS: 4
CROPS: 6258
TASKS: 1251

NODE_COORD_SECTION
1	50.00	0.00	0.0	0
2	100.00	0.00	0.0	0
3	150.00	0.00	0.0	0
4	200.00	0.00	0.0	0
5	103.77	18.28	0.28	1
6	57.15	24.59	0.52	1
7	244.82	14.95	0.29	1
8	249.48	8.83	0.6	1
9	30.15	34.95	0.68	1
10	94.02	30.08	0.34	1
11	7.38	21.98	0.64	1
12	0.83	17.66	0.59	1
13	184.14	21.75	0.36	1
14	156.91	11.43	0.32	1
15	158.43	29.92	0.72	1
16	124.16	18.96	0.32	1
17	209.60	4.26	0.25	1
18	150.27	16.61	0.39	1
19	104.32	14.27	0.74	1
20	158.21	31.42	0.55	1
21	162.51	9.25	0.63	1
22	34.45	34.24	0.33	1
23	76.04	16.32	0.5	1
24	4.34	28.39	0.67	1
25	198.28	24.31	0.42	1
26	89.02	13.08	0.63	1
27	124.00	14.07	0.55	1
28	42.11	8.09	0.4	1
29	82.71	0.70	0.45	1
30	85.31	28.74	0.64	1
31	117.31	6.50	0.65	1
32	173.69	0.76	0.73	1
33	38.64	20.37	0.52	1
34	168.10	10.32	0.47	1
35	69.50	0.72	0.67	1
36	71.24	33.58	0.43	1
37	99.27	11.47	0.56	1
38	156.65	34.62	0.66	1
39	109.43	3.32	0.75	1
40	179.36	31.41	0.73	1
41	170.09	17.40	0.6	1
42	61.61	15.61	0.21	1
43	105.56	33.69	0.64	1
44	9.24	12.76	0.4	1
45	77.76	34.37	0.7	1
46	1.62	10.24	0.22	1
47	243.46	5.57	0.27	1
48	197.33	19.73	0.61	1
49	226.49	30.56	0.36	1
50	144.06	19.40	0.39	1
51	37.77	2.11	0.44	1
52	183.02	21.44	0.31	1
53	198.84	0.64	0.72	1
54	233.42	2.56	0.25	1
55	226.16	6.69	0.3	1
56	65.00	30.51	0.43	1
57	112.86	24.30	0.43	1
58	225.00	10.21	0.23	1
59	33.94	18.92	0.4	1
60	97.06	27.96	0.66	1
61	1.26	20.31	0.73	1
62	128.98	29.74	0.27	1
63	144.14	34.85	0.59	1
64	6.63	17.63	0.76	1
65	244.00	33.10	0.38	1
66	54.65	28.95	0.73	1
67	201.34	33.69	0.29	1
68	127.34	18.52	0.72	1
69	196.62	34.96	0.46	1
70	77.28	23.92	0.7	1
71	167.79	30.01	0.33	1
72	162.37	16.04	0.24	1
73	77.70	33.92	0.56	1
74	83.93	8.93	0.36	1
75	198.16	17.42	0.68	1
76	45.81	12.57	0.69	1
77	50.87	7.32	0.63	1
78	18.95	22.58	0.5	1
79	92.82	2.08	0.75	1
80	162.75	10.39	0.55	1
81	40.51	33.61	0.31	1
