NAME: S-04
TYPE: SMALL
DIMENSION: 35 18
RIDGES: 8
DEPOTS: 2
CROPS: 125
TASKS: 25

NODE_COORD_SECTION
1	11.67	0.00	0.0	0
2	23.33	0.00	0.0	0
3	8.09	12.09	0.68	1
4	0.69	1.87	0.39	1
5	28.00	3.21	0.47	1
6	22.85	4.29	0.21	1
7	3.48	4.38	0.24	1
8	25.28	15.40	0.44	1
9	29.06	7.15	0.49	1
10	23.38	3.69	0.56	1
11	10.26	16.13	0.37	1
12	0.46	1.54	0.62	1
13	7.28	0.48	0.72	1
14	6.35	10.49	0.67	1
15	14.75	16.07	0.22	1
16	28.61	6.15	0.49	1
17	9.08	6.83	0.26	1
18	20.66	4.83	0.35	1
19	21.85	7.37	0.79	1
20	19.32	7.85	0.29	1
21	10.31	17.07	0.5	1
22	26.73	2.52	0.57	1
23	30.40	8.77	0.62	1
24	31.31	14.40	0.54	1
25	14.88	0.40	0.21	1
26	9.40	9.75	0.4	1
27	22.17	4.64	0.51	1
28	4.88	15.03	0.25	1
29	34.45	9.46	0.41	1
30	6.01	4.90	0.22	1
31	0.64	16.46	0.25	1
32	4.12	10.38	0.44	1
33	9.59	9.98	0.28	1
34	22.80	14.94	0.54	1
35	7.22	0.20	0.61	1
36	4.79	16.20	0.68	1
37	30.59	10.75	0.32	1
38	21.02	11.97	0.3	1
39	6.14	16.46	0.26	1
40	14.66	6.90	0.58	1
41	18.19	11.42	0.62	1
42	11.51	0.00	0.22	1
43	13.62	11.51	0.76	1
44	0.00	18.00	0.23	1
45	12.01	0.00	0.52	1
46	8.52	0.00	0.63	1
47	5.30	18.00	0.72	1
48	0.00	18.00	0.63	1
49	10.39	18.00	0.68	1
50	12.23	0.00	0.4	1
51	17.68	1.94	0.69	1
52	0.00	0.00	0.25	1
53	25.09	18.00	0.74	1
54	30.67	7.73	0.53	1
55	22.17	11.86	0.69	1
56	15.18	12.86	0.47	1
57	11.18	4.48	0.59	1
58	2.30	18.00	0.52	1
59	4.82	3.33	0.64	1
60	0.00	18.00	0.25	1
61	21.49	0.00	0.24	1
62	1.90	15.31	0.35	1
63	5.53	18.00	0.3	1
64	21.30	0.00	0.72	1
65	0.00	9.63	0.33	1
66	6.74	10.56	0.79	1
67	4.13	18.00	0.4	1
68	2.53	2.53	0.31	1
69	0.00	7.84	0.67	1
70	26.59	3.01	0.6	1
71	5.69	11.26	0.5	1
72	12.64	18.00	0.53	1
73	17.64	4.36	0.63	1
74	3.86	0.00	0.34	1
75	0.41	0.00	0.8	1
76	2.16	18.00	0.78	1
77	15.92	0.00	0.59	1
78	35.00	18.00	0.32	1
79	11.92	0.00	0.61	1
80	0.00	18.00	0.24	1
81	0.00	9.42	0.22	1
82	12.56	0.00	0.35	1
83	8.36	13.24	0.48	1
84	0.00	18.00	0.72	1
85	35.00	14.91	0.64	1
86	3.82	18.00	0.65	1
87	0.18	0.00	0.46	1
88	11.05	18.00	0.41	1
89	4.57	15.47	0.42	1
90	3.58	1.39	0.79	1
91	28.58	0.00	0.22	1
92	18.81	16.30	0.72	1
93	0.00	18.00	0.55	1
94	22.38	15.27	0.46	1
95	21.76	5.43	0.64	1
96	14.17	0.00	0.49	1
97	25.70	13.71	0.72	1
98	10.59	3.84	0.74	1
99	18.50	9.44	0.45	1
100	0.27	0.78	0.37	1
101	29.33	18.00	0.56	1
102	12.69	0.00	0.75	1
103	0.00	13.70	0.33	1
104	6.64	18.00	0.57	1
105	23.95	0.00	0.58	1
106	17.38	18.00	0.64	1
107	17.10	18.00	0.28	1
108	23.75	0.00	0.63	1
109	0.00	18.00	0.75	1
110	8.40	2.97	0.31	1
111	19.95	4.00	0.34	1
112	0.00	18.00	0.78	1
113	15.99	12.56	0.31	1
114	0.00	8.19	0.71	1
115	0.00	18.00	0.5	1
116	0.00	18.00	0.35	1
117	0.00	0.00	0.72	1
118	0.00	0.00	0.47	1
119	2.20	18.00	0.51	1
120	23.47	0.00	0.42	1
121	4.59	18.00	0.56	1
122	3.44	0.00	0.3	1
123	15.46	18.00	0.43	1
124	15.74	0.00	0.78	1
125	0.00	18.00	0.35	1
126	0.00	6.32	0.59	1
127	0.00	18.00	0.4	1
