NAME: INS07
TYPE: SYNTHETIC
DIMENSION: 200 30
RIDGES: 40
DEPOTS: 3
CROPS: 5006
TASKS: 1001

NODE_COORD_SECTION
1	50.00	0.00	0.0	0
2	100.00	0.00	0.0	0
3	150.00	0.00	0.0	0
4	117.74	18.56	0.45	1
5	10.69	16.74	0.31	1
6	110.11	25.65	0.34	1
7	152.02	0.94	0.43	1
8	111.18	20.73	0.65	1
9	116.03	20.29	0.32	1
10	23.33	5.08	0.62	1
11	116.55	24.02	0.31	1
12	5.20	13.09	0.66	1
13	198.41	22.97	0.74	1
14	90.04	2.94	0.47	1
15	71.84	4.63	0.58	1
16	184.16	20.57	0.36	1
17	171.14	26.92	0.76	1
18	121.38	0.20	0.46	1
19	111.21	24.07	0.5	1
20	62.90	27.83	0.36	1
21	199.36	16.48	0.32	1
22	106.25	19.66	0.34	1
23	113.27	4.81	0.49	1
24	54.22	6.05	0.28	1
25	14.43	4.21	0.43	1
26	194.47	16.65	0.43	1
27	25.18	21.39	0.46	1
28	95.36	6.74	0.45	1
29	188.71	6.74	0.36	1
30	19.52	6.17	0.42	1
31	182.39	25.73	0.74	1
32	178.86	27.49	0.22	1
33	15.50	21.34	0.25	1
34	132.90	29.79	0.76	1
35	142.93	23.76	0.36	1
36	143.00	18.62	0.38	1
37	110.60	29.08	0.41	1
38	187.27	13.14	0.26	1
39	56.83	15.27	0.66	1
40	149.22	12.03	0.3	1
41	107.45	8.96	0.62	1
42	85.54	28.72	0.34	1
43	42.97	29.66	0.61	1
44	43.11	9.58	0.78	1
45	17.43	22.56	0.51	1
46	3.53	23.64	0.39	1
47	115.43	22.46	0.43	1
48	156.62	3.73	0.43	1
49	4.28	5.06	0.28	1
50	76.81	2.20	0.69	1
51	91.35	8.55	0.43	1
52	72.77	28.21	0.63	1
53	144.85	19.74	0.36	1
54	130.71	16.66	0.41	1
55	102.60	26.46	0.73	1
56	15.00	8.66	0.45	1
57	20.83	0.33	0.41	1
58	2.77	0.72	0.39	1
59	136.35	3.34	0.74	1
60	40.48	12.57	0.45	1
61	53.85	24.50	0.73	1
62	124.69	10.00	0.38	1
63	63.56	20.51	0.79	1
64	34.13	8.42	0.5	1
65	70.69	13.64	0.3	1
66	38.11	4.72	0.45	1
67	197.99	27.40	0.61	1
68	104.72	22.97	0.73	1
69	134.80	2.25	0.28	1
70	103.58	5.52	0.54	1
71	116.81	1.85	0.52	1
72	32.58	23.45	0.4	1
73	168.65	27.22	0.45	1
74	179.35	27.21	0.38	1
75	18.94	19.78	0.38	1
76	140.21	8.05	0.52	1
77	198.59	8.57	0.24	1
78	114.98	26.17	0.49	1
79	57.84	18.20	0.39	1
80	144.00	18.80	0.48	1
81	81.19	28.34	0.78	1
