NAME: INS12
TYPE: SYNTHETIC
DIMENSION: 500 60
RIDGES: 100
DEPOTS: 6
CROPS: 12500
TASKS: 2500

NODE_COORD_SECTION
1	71.43	0.00	0.0	0
2	142.86	0.00	0.0	0
3	214.29	0.00	0.0	0
4	285.71	0.00	0.0	0
5	357.14	0.00	0.0	0
6	428.57	0.00	0.0	0
7	218.73	18.03	0.45	1
8	45.68	2.06	0.36	1
9	99.88	40.31	0.67	1
10	104.71	52.28	0.73	1
11	329.74	8.20	0.55	1
12	399.55	35.47	0.34	1
13	411.04	20.74	0.53	1
14	398.98	36.51	0.59	1
15	449.77	52.06	0.66	1
16	368.86	3.30	0.43	1
17	132.81	27.66	0.45	1
18	123.34	36.69	0.4	1
19	15.25	42.23	0.24	1
20	0.63	57.93	0.35	1
21	227.16	31.58	0.66	1
22	11.12	50.93	0.43	1
23	402.42	12.12	0.7	1
24	38.89	18.91	0.23	1
25	29.57	4.51	0.74	1
26	42.69	24.45	0.71	1
27	450.51	3.79	0.3	1
28	378.70	0.30	0.53	1
29	345.88	29.35	0.65	1
30	96.49	52.41	0.31	1
31	302.73	54.07	0.57	1
32	358.02	11.41	0.54	1
33	133.46	41.07	0.55	1
34	265.91	38.78	0.69	1
35	337.87	23.65	0.58	1
36	475.40	39.97	0.69	1
37	335.23	5.18	0.22	1
38	198.73	56.93	0.32	1
39	150.56	13.72	0.69	1
40	129.70	3.79	0.23	1
41	205.93	43.43	0.25	1
42	252.73	47.77	0.36	1
43	46.53	37.97	0.26	1
44	297.50	34.11	0.52	1
45	216.62	57.17	0.57	1
46	13.82	55.32	0.7	1
47	460.36	59.83	0.32	1
48	419.15	55.28	0.39	1
49	59.30	50.96	0.55	1
50	105.62	30.49	0.73	1
51	314.51	24.11	0.64	1
52	207.47	8.49	0.26	1
53	249.92	42.71	0.23	1
54	29.39	18.99	0.5	1
55	466.23	29.25	0.46	1
56	398.44	3.55	0.59	1
57	359.84	55.61	0.37	1
58	355.01	7.10	0.43	1
59	376.90	23.78	0.38	1
60	271.88	45.88	0.28	1
61	34.69	46.84	0.4	1
62	196.02	51.96	0.28	1
63	6.46	28.12	0.72	1
64	425.10	43.97	0.7	1
65	473.39	56.59	0.49	1
66	430.40	19.07	0.23	1
67	106.47	12.03	0.8	1
68	176.95	0.51	0.28	1
69	389.29	29.66	0.62	1
70	468.94	22.51	0.54	1
71	319.68	42.13	0.58	1
72	112.27	0.85	0.32	1
73	4.27	25.28	0.36	1
74	312.80	4.24	0.54	1
75	285.60	23.75	0.78	1
76	145.15	32.44	0.26	1
77	19.33	33.45	0.53	1
78	118.59	15.57	0.38	1
79	442.23	32.36	0.46	1
80	284.75	28.05	0.26	1
81	315.62	35.04	0.66	1
82	473.18	55.72	0.51	1
83	79.79	38.07	0.58	1
84	17.15	20.00	0.62	1
85	73.11	47.55	0.69	1
86	108.94	34.91	0.5	1
