NAME: S-02
TYPE: SMALL
DIMENSION: 25 12
RIDGES: 5
DEPOTS: 1
CROPS: 75
TASKS: 15

NODE_COORD_SECTION
1	0.00	6.00	0.0	0
2	24.91	11.59	0.26	1
3	13.96	10.59	0.56	1
4	4.72	3.35	0.53	1
5	17.51	10.16	0.33	1
6	21.41	4.85	0.77	1
7	22.19	10.21	0.67	1
8	23.39	9.42	0.27	1
9	16.72	6.97	0.76	1
10	9.31	11.28	0.78	1
11	24.34	3.41	0.8	1
12	7.63	5.83	0.23	1
13	11.21	11.93	0.64	1
14	4.40	0.22	0.53	1
15	12.35	2.15	0.62	1
16	9.16	8.93	0.78	1
17	18.02	3.70	0.61	1
18	13.56	6.11	0.7	1
19	15.91	3.01	0.72	1
20	14.75	11.75	0.7	1
21	12.17	10.87	0.46	1
22	10.86	4.20	0.33	1
23	16.13	8.03	0.44	1
24	21.60	2.76	0.74	1
25	15.86	11.23	0.29	1
26	10.57	11.99	0.51	1
27	12.43	12.00	0.34	1
28	3.34	0.00	0.55	1
29	25.00	0.00	0.72	1
30	7.65	12.00	0.73	1
31	25.00	6.41	0.34	1
32	19.23	12.00	0.74	1
33	25.00	8.23	0.56	1
34	1.49	9.79	0.41	1
35	25.00	5.75	0.62	1
36	10.00	0.00	0.49	1
37	14.48	11.91	0.43	1
38	21.69	0.00	0.62	1
39	5.51	0.00	0.35	1
40	25.00	0.00	0.4	1
41	24.53	0.00	0.46	1
42	25.00	8.79	0.35	1
43	25.00	4.60	0.44	1
44	25.00	10.03	0.54	1
45	10.87	0.00	0.64	1
46	12.98	3.92	0.66	1
47	25.00	0.00	0.69	1
48	7.47	2.10	0.65	1
49	14.42	0.00	0.61	1
50	0.00	12.00	0.34	1
51	18.14	12.00	0.44	1
52	1.46	3.96	0.49	1
53	25.00	12.00	0.25	1
54	25.00	9.52	0.52	1
55	25.00	0.00	0.46	1
56	25.00	12.00	0.68	1
57	19.24	11.86	0.79	1
58	25.00	12.00	0.53	1
59	25.00	12.00	0.39	1
60	3.70	3.59	0.23	1
61	22.78	7.93	0.75	1
62	25.00	12.00	0.75	1
63	25.00	0.00	0.35	1
64	0.00	12.00	0.62	1
65	9.88	0.00	0.25	1
66	20.42	4.11	0.3	1
67	3.03	12.00	0.33	1
68	25.00	0.00	0.38	1
69	24.55	7.40	0.8	1
70	25.00	0.00	0.62	1
71	25.00	0.00	0.43	1
72	3.08	0.00	0.64	1
73	25.00	7.18	0.75	1
74	10.37	0.00	0.78	1
75	17.34	4.91	0.23	1
76	12.06	5.43	0.44	1
