NAME: S-01
TYPE: SMALL
DIMENSION: 20 10
RIDGES: 4
DEPOTS: 1
CROPS: 50
TASKS: 10

NODE_COORD_SECTION
1	0.00	5.00	0.0	0
2	7.49	9.51	0.35	1
3	14.64	5.99	0.35	1
4	3.12	1.56	0.62	1
5	1.16	8.66	0.63	1
6	12.02	7.08	0.29	1
7	0.41	9.70	0.8	1
8	16.65	2.12	0.36	1
9	3.64	1.83	0.79	1
10	6.08	5.25	0.45	1
11	8.64	2.91	0.22	1
12	12.24	1.39	0.41	1
13	5.84	3.66	0.58	1
14	9.12	7.85	0.61	1
15	3.99	5.14	0.52	1
16	11.85	0.46	0.47	1
17	20.00	0.00	0.53	1
18	6.63	7.34	0.56	1
19	20.00	0.00	0.25	1
20	0.00	4.19	0.42	1
21	0.00	0.00	0.35	1
22	0.00	10.00	0.68	1
23	0.00	0.00	0.48	1
24	20.00	10.00	0.79	1
25	17.31	0.00	0.44	1
26	0.00	0.00	0.69	1
27	20.00	10.00	0.68	1
28	20.00	10.00	0.29	1
29	0.00	4.85	0.5	1
30	16.79	10.00	0.62	1
31	9.48	0.00	0.72	1
32	20.00	10.00	0.4	1
33	0.00	10.00	0.33	1
34	20.00	10.00	0.63	1
35	0.00	0.00	0.69	1
36	0.00	10.00	0.41	1
37	0.00	5.28	0.26	1
38	20.00	0.00	0.76	1
39	5.77	0.00	0.44	1
40	7.47	10.00	0.51	1
41	7.19	0.56	0.7	1
42	0.00	10.00	0.61	1
43	16.01	6.42	0.64	1
44	0.00	10.00	0.33	1
45	14.67	10.00	0.52	1
46	20.00	0.00	0.62	1
47	16.59	5.62	0.34	1
48	20.00	0.00	0.3	1
49	0.00	5.15	0.79	1
50	12.07	0.00	0.51	1
51	2.21	0.00	0.36	1
